heuristics,2.0
mixed integer programming,2.0
loadability,2.0
value-at-risk,2.0
location,2.0
synchrophasors,2.0
user comfort,2.0
load shifting,2.0
load shedding,2.0
ancillary services,2.0
commitment,2.0
model predictive control,2.0
load flow analysis,2.0
complementarity modeling,2.0
load flow control,2.0
voltage regulation,2.0
voltage instability,2.0
subject,2.0
load frequency control (lfc),2.0
subspace acceleration,2.0
alternating direction method of multipliers (admm),2.0
vehicles,2.0
mode estimation,2.0
communication delays,2.0
common information model (cim),2.0
supercapacitors,2.0
high voltage direct current (hvdc),2.0
locational marginal price,2.0
minimization,2.0
transmission expansion planning,2.0
transmission expansion,2.0
transmission constraints,2.0
time series,2.0
boundaries,2.0
time-delay,2.0
market designs,2.0
market clearing,2.0
bilevel programming,2.0
battery energy storage system,2.0
bifurcation-analysis,2.0
bidding strategy,2.0
battery energy-storage,2.0
battery storage,2.0
benefits,2.0
benders' decomposition,2.0
time delay,2.0
importance sampling,2.0
unit commitment problem,2.0
low-frequency oscillation,2.0
classification,2.0
circuit analysis,2.0
system reliability,2.0
uncertainty quantification,2.0
automatic-generation control,2.0
mechanism design,2.0
cascading outages,2.0
transmission-lines,2.0
thermal unit commitment,2.0
thermostatically controlled loads,2.0
transmission topology optimization,2.0
matrix completion,2.0
mathematical programming,2.0
mathematical program with equilibrium constraints (mpec),2.0
mathematic program with equilibrium constraints (mpec),2.0
strategic bidding,2.0
trajectory sensitivities,2.0
wind integration,2.0
monte-carlo-simulation,2.0
contracts,2.0
stability analysis,2.0
wind energy,2.0
wind power integration,2.0
multi-objective,2.0
contingencies,2.0
islanded microgrid,2.0
multiagent system,2.0
stabilization,2.0
contingency,2.0
stabilizers,2.0
game theory,2.0
inverter,2.0
contingency screening,2.0
inverters,2.0
wide area monitoring,2.0
multi-agent system,2.0
investment decisions,2.0
multi-agent systems,2.0
multi-area power systems,2.0
statcom,2.0
weak grid,2.0
wide-area measurement system (wams),2.0
ac,2.0
ssr,2.0
islanding,2.0
multiple solutions,2.0
modular multilevel converter (mmc),2.0
speed,2.0
wind turbine,2.0
wind turbine generator (wtg),2.0
stochastic subspace identification,2.0
global optimization,2.0
linear matrix inequalities,2.0
consensus,2.0
convergence,2.0
steady-state security,2.0
isolated power systems,2.0
in electric vehicles,1.0
energy functions,1.0
islands,1.0
in hybrid vehicles,1.0
equivalent nodal analysis,1.0
indexes,1.0
estimation technique,1.0
energy function,1.0
industrial bitumen tanks,1.0
ercot system,1.0
errors,1.0
indirect field oriented control,1.0
iteration,1.0
error,1.0
index,1.0
interarea oscillations,1.0
energy bids,1.0
energy exchange,1.0
event location,1.0
excitation control,1.0
laboratory-scale microgrid,1.0
lab,1.0
l-q norm,1.0
exchange-based model,1.0
end-of-life failure,1.0
example,1.0
evolutionary algorithms,1.0
krylov-schur method,1.0
evidential reasoning (er),1.0
impedance,1.0
event trees,1.0
kalman filters,1.0
improve voltage profile,1.0
joint state-parameter estimation,1.0
joint probability distribution,1.0
implicit auctions,1.0
event detection,1.0
energy and reserve dispatch,1.0
evaluation index,1.0
europe,1.0
importance,1.0
energy and reserve scheduling,1.0
estimator,1.0
energy margin,1.0
energy efficiency,1.0
equivalent input disturbance (eid),1.0
environments,1.0
industrial voltage-sensitive load,1.0
inter-connected power system,1.0
integrated exchange flow based model,1.0
imbalances,1.0
interval optimization,1.0
energy storage management,1.0
energy storage operation,1.0
integrated network,1.0
integration of renewables,1.0
intelligent agents,1.0
inter-area oscillation modes,1.0
interruptible loads,1.0
interruptible load,1.0
energy-loss computation,1.0
energy-storage system,1.0
internal dynamics,1.0
energy-conversion systems,1.0
energy transaction,1.0
intermittent generation balancing,1.0
interconnection,1.0
energy trading,1.0
energy theft,1.0
inter-temporal optimization,1.0
inter-tso coordination,1.0
interconnected power system,1.0
interaction protocol,1.0
integer programming-problems,1.0
intuitiveness,1.0
equal area criterion,1.0
input-output analysis,1.0
inertial constant,1.0
islanding identification,1.0
epsilon decomposition,1.0
inertial response,1.0
inference,1.0
epistemic uncertainty,1.0
energy market,1.0
infinitesimal generator discretization,1.0
information,1.0
islanded operation,1.0
interactive fuzzy satisfying method,1.0
entergy,1.0
invalid capacity,1.0
island power systems,1.0
instability monitoring,1.0
insular power systems,1.0
ensemble method,1.0
island,1.0
ensemble,1.0
irradiance variability,1.0
insulation,1.0
integer linear programming,1.0
integer lp model,1.0
energy-storage systems,1.0
empirical mode decomposition,1.0
hybrid power stations,1.0
excitation voltage control,1.0
gradient-projection methods,1.0
flexible transmission,1.0
flexible transmission line impedance,1.0
flocking,1.0
governor loops,1.0
global sensitivity-analysis,1.0
flow batteries,1.0
global power flow,1.0
flow problem,1.0
germ,1.0
flows,1.0
fluctuations,1.0
fly optimization algorithm,1.0
generic rms model,1.0
flywheel energy storage system,1.0
flywheel energy-storage,1.0
flexible ramping product,1.0
flexible ramp,1.0
forced oscillation,1.0
granular neural network,1.0
grid to vehicle,1.0
financial distress model,1.0
grid technologies,1.0
fixed point theorem,1.0
fixed series capacitor (fsc),1.0
fixed-speed,1.0
grid regulation,1.0
grid frequency regulation (gfr) ancillary service,1.0
flatness,1.0
greedy algorithms,1.0
flexibility index,1.0
flexibility metrics,1.0
flexible ac transmission system,1.0
flexible ac transmission systems,1.0
graph theory,1.0
generator terminal subsynchronous damping controller (gtsdc),1.0
forced oscillations,1.0
field-oriented control,1.0
gas turbines,1.0
frequency performance criteria,1.0
game approach,1.0
gain scheduling,1.0
fuzzy-logic,1.0
frequency scan,1.0
fuzzy logic system (fls),1.0
fuzzy logic controller (flc),1.0
frequency transients,1.0
frequency-dependent network equivalents,1.0
fuzzy logic control,1.0
frequency-domain model,1.0
frequency-load control,1.0
function equilibrium,1.0
fuzzy adaptive inference,1.0
functional observer,1.0
game-theory,1.0
frequency dynamics,1.0
generator coherency,1.0
frequency domain decomposition,1.0
forecast error,1.0
generation trajectory,1.0
forecast uncertainty,1.0
generation maintenance scheduling,1.0
generation curtailment,1.0
fourier transform (ft),1.0
generation and transmission reliability,1.0
fourier transformation,1.0
fourier-transform,1.0
generation adjustment,1.0
generalized state observer (gso),1.0
fpga applications in power laboratory,1.0
generalized benders decomposition,1.0
gaussian mixture models,1.0
gaussian approximation filter,1.0
finance,1.0
group availability,1.0
exciter,1.0
extensions,1.0
fuzzy,1.0
external equivalents,1.0
extreme events,1.0
hybrid particle swarm optimization (hpso),1.0
extreme learning machine,1.0
extreme machine learning,1.0
hybrid method,1.0
factor model,1.0
factor models,1.0
hybrid energy-storage,1.0
hybrid energy storage,1.0
hybrid differential evolution,1.0
facts controllers,1.0
hybrid ac/dc microgrids,1.0
hvdc transmission,1.0
external agent,1.0
hybrid simulation,1.0
hurricanes,1.0
hydro power generation,1.0
imbalance settlement,1.0
expansion co-planning,1.0
exploiting sparsity,1.0
identification of line outages,1.0
exponential stability,1.0
extended kalman filter,1.0
extended kalman filtering,1.0
identification of critical buses,1.0
extended linear quadratic regulator,1.0
hydrothermal power generation,1.0
extended ward equivalent,1.0
hydroelectric plant,1.0
hydro unit commitment and loading problem,1.0
hydro pumping storage,1.0
extension,1.0
failure,1.0
false data injection,1.0
field test,1.0
hierarchical control,1.0
hierarchical clustering,1.0
fault-location,1.0
heuristic-search approach,1.0
features,1.0
heuristic search reduction,1.0
feedback,1.0
heuristic algorithm,1.0
feedback control system,1.0
heating,1.0
heat balance equation (hbe),1.0
feeder reconfiguration,1.0
h-infinity control,1.0
feedforward approach,1.0
group search optimizer with multiple producers (gsomp),1.0
group search optimizer,1.0
fault section,1.0
fault ride-through,1.0
hurricane gustav,1.0
hierarchical unit commitment,1.0
hourly demand response,1.0
hopf bifurcation,1.0
home,1.0
holomorphic series method,1.0
holomorphic embedding,1.0
histogram control,1.0
fast transient stability assessment,1.0
high-voltage dc (hvdc) systems,1.0
fault current limiters,1.0
high-performance computing,1.0
high wind power penetration,1.0
high voltage direct current (hvdc) transmission control,1.0
fault indicator,1.0
fault induced delayed voltage recovery,1.0
high side voltage control,1.0
emulated inertia,1.0
distribution system reconfiguration,1.0
emissions,1.0
chance-constrained programing,1.0
charge,1.0
charge and discharge schedules,1.0
chebyshev discretization,1.0
china,1.0
circuit-breakers,1.0
cluster-analysis,1.0
clustering method,1.0
clustering techniques,1.0
co-optimization,1.0
coal,1.0
coalition-formation,1.0
coefficient optimization,1.0
coefficients,1.0
cogeneration,1.0
cogeneration unit,1.0
coherence,1.0
coherency detection,1.0
coherent generators,1.0
cold load pick-up,1.0
cold load pickup,1.0
collocation method,1.0
combined cycle unit,1.0
combined heat,1.0
characteristic roots,1.0
chance constrained optimization,1.0
combined lower upper bound estimation (lube),1.0
centralized control,1.0
bounds,1.0
branch-and-cut,1.0
branch-exchange,1.0
bridge type fcl,1.0
bss,1.0
build,1.0
building hvac systems,1.0
cable thermal model,1.0
california iso,1.0
california iso energy market,1.0
capacitor banks,1.0
capacitor switching,1.0
capacitors,1.0
capacity allocation,1.0
capacity planning,1.0
capacity usage identification,1.0
capacity value,1.0
cascading failure,1.0
cascading outage,1.0
cdf,1.0
center of inertia (coi),1.0
center of the inertia (coi),1.0
centralized auction,1.0
combined heat and power (chp),1.0
combined-cycle units,1.0
blackout restoration,1.0
constraint handling,1.0
continental europe (ce),1.0
contingency ranking,1.0
contingency ranking by means of lowest damping ratio,1.0
contingency selection,1.0
continuation,1.0
continuation power-flow,1.0
continuous time markov chain,1.0
continuous-time function space,1.0
contract design,1.0
control actions,1.0
control ancillary services,1.0
control design,1.0
control devices,1.0
control group,1.0
control scheme,1.0
control strategies,1.0
control systems,1.0
controllable capacitor,1.0
controlled braking resistor,1.0
controlled series capacitor,1.0
controller design,1.0
converter,1.0
convex,1.0
consumption,1.0
constrained optimization,1.0
comfort of building occupants,1.0
conjectured supply functions,1.0
commercial software packages,1.0
commitment problem,1.0
common mode,1.0
communication time delays,1.0
commutation failure,1.0
commutation failures,1.0
compensated power-system,1.0
complementarity,1.0
complementarity conditions,1.0
complementarity constraint,1.0
complementary constraint,1.0
completions,1.0
complex dynamical network,1.0
composite load model,1.0
compressed air energy storage (caes),1.0
compressive sensing,1.0
computational complexity,1.0
computational geometry,1.0
computer,1.0
conditional value at risk (cvar),1.0
conditional value-at-risk,1.0
congestion relief,1.0
conic optimization,1.0
bound tightening,1.0
bipolar dc distribution,1.0
emergency control,1.0
adaptive phasor,1.0
adaptive voltage control,1.0
adaptive-control architecture,1.0
additive model,1.0
adequacy,1.0
adequacy and security analyses,1.0
admittance,1.0
admittance matrix,1.0
adomian decomposition,1.0
advanced metering infrastructure,1.0
affine policies,1.0
affine policy,1.0
affine projection algorithm,1.0
ageing,1.0
ageing distribution cable,1.0
aggregate demand response capacity,1.0
aggregate model,1.0
aggregated demand response,1.0
aggregation,1.0
aggregator,1.0
aleatory uncertainty,1.0
algebraic equations,1.0
all-electric ship,1.0
alternating current optimal power flow (acopf),1.0
adaptive relay,1.0
adaptive load shedding scheme,1.0
aluminum electrolysis,1.0
adaptive control,1.0
2nd-order cone,1.0
3-phase power-flow,1.0
8-zone iso-ne test system,1.0
ac microgrids,1.0
ac model,1.0
ac optimal power flow,1.0
ac power flow,1.0
ac supply-systems,1.0
ac/dc loads,1.0
ac/dc power-flow,1.0
ac/dc systems,1.0
accelerated proximal gradient,1.0
active damping,1.0
active distribution grid,1.0
active distribution grids,1.0
active distribution network,1.0
active distribution networks,1.0
active disturbance rejection control (adrc),1.0
active management schemes,1.0
active network management,1.0
active power sharing,1.0
actual frequency response characteristic,1.0
adaptive automatic generation control,1.0
alternating direction method of multipliers,1.0
aluminum production,1.0
binomial trial,1.0
autonomous operation,1.0
autoregressive processes,1.0
available transfer capability,1.0
average consensus,1.0
backward/forward reduction,1.0
backward/forward sweep (bfs) algorithm,1.0
bad data,1.0
balancing authority area model,1.0
balancing market,1.0
bang-bang excitation controller,1.0
bang-bang governor,1.0
banks,1.0
baseline estimation,1.0
batteries,1.0
battery degradation,1.0
battery energy storage (bes),1.0
battery energy storage system (bess),1.0
battery systems,1.0
benders decomposition method,1.0
bias,1.0
big data analytics,1.0
big-m,1.0
bilateral transactions,1.0
bilevel optimization,1.0
autoregressive modeling,1.0
autonomous microgrids,1.0
ambient data,1.0
automatic generation control (agc),1.0
ampacity,1.0
amplification,1.0
analytic continuation,1.0
analytical modeling,1.0
ancillary services markets,1.0
ann,1.0
anomalous critical clearing time,1.0
approximation,1.0
approximation algorithms,1.0
approximations,1.0
area control error (ace),1.0
areas's frequency response characteristic,1.0
arrhenius model,1.0
art,1.0
artificial intelligence,1.0
artificial neural-networks,1.0
asset management,1.0
assignment,1.0
augmented lagrangian,1.0
australian electricity market,1.0
auto correlation coefficient (acc),1.0
auto regressive integrated moving average (arima),1.0
autocorrelation,1.0
convex formulation,1.0
convex optimization,1.0
convex quadratic optimization,1.0
distribution system unbalances,1.0
distribution-system restoration,1.0
distributionally robust,1.0
distributionally robust optimization,1.0
distributions,1.0
disturbance location,1.0
domain decomposition method,1.0
domain decomposition methods,1.0
domain responses,1.0
doubly fed induction generator,1.0
doubly fed induction generator (dfig),1.0
doubly-fed induction generator,1.0
doubly-fed induction generator (dfig),1.0
downside risk,1.0
dr aggregator behavior,1.0
duality theory,1.0
dumb charging,1.0
duration indexes,1.0
dynamic analysis,1.0
dynamic control,1.0
dynamic correction,1.0
dynamic event,1.0
dynamic factor-analysis,1.0
dynamic frequency responses,1.0
distribution-system reconfiguration,1.0
distribution system planning (dsp),1.0
dynamic line rating,1.0
distribution system planning,1.0
distributed estimation,1.0
distributed frequency control,1.0
distributed generator,1.0
distributed optimization and control,1.0
distributed voltage control,1.0
distributed-generation,1.0
distributed-generation system,1.0
distribution automation,1.0
distribution automation (da),1.0
distribution factors,1.0
distribution feeder reconfiguration,1.0
distribution management system,1.0
distribution network investment,1.0
distribution of oscillation energy,1.0
distribution power system,1.0
distribution state estimation,1.0
distribution station,1.0
distribution stations,1.0
distribution system analysis,1.0
distribution system expansion planning,1.0
distribution system expansion planning (dsep),1.0
distribution system modeling,1.0
distribution system optimization,1.0
dynamic gain-tuning control (dgtc),1.0
dynamic line rating (dlr),1.0
convex relaxation,1.0
electric railway company (erc),1.0
electric vehicle (ev),1.0
electric vehicle (ev) charging,1.0
electric vehicle batteries,1.0
electric-power,1.0
electric-vehicle,1.0
electrical centrality,1.0
electrical connectivity,1.0
electrical distance,1.0
electrical node significance,1.0
electricity customers,1.0
electricity demand,1.0
electricity demand forecasting,1.0
electricity price,1.0
electricity prices,1.0
electricity pricing,1.0
electricity spot markets,1.0
electricity-gas interaction,1.0
electro-thermal coupling,1.0
electrochemical capacitor energy storage (eces),1.0
electromagnetic transient,1.0
electromechanical oscillation modes,1.0
electronics,1.0
electrothermal coordination,1.0
electric reliability council of texas (ercot),1.0
electric power system,1.0
dynamic load modeling,1.0
electric power market,1.0
dynamic models,1.0
dynamic optimal power flow,1.0
dynamic phasors,1.0
dynamic pricing,1.0
dynamic ratings,1.0
dynamic security,1.0
dynamic stability,1.0
dynamic system stability,1.0
dynamic var reserve,1.0
dynamic voltage stability,1.0
dynamic-analysis,1.0
dynamic-models,1.0
eb-to-charging-box assignment,1.0
economic and self-schedule bids,1.0
education,1.0
effective distance to collapse,1.0
efficiency loss,1.0
eigenstructure assignment,1.0
eigenvalue sensitivity,1.0
electric energy markets,1.0
electric heat pumps,1.0
electric machines,1.0
electric power distribution,1.0
distributed energy-resources,1.0
distributed energy storage (des),1.0
distributed energy resource variability,1.0
critical transitions,1.0
cross-entropy method,1.0
cross-gramian,1.0
cubature kalman filter,1.0
cumulants,1.0
current control,1.0
current injection method,1.0
current injection model,1.0
current-source converters,1.0
customer choices on reliability (ccor),1.0
customer classification,1.0
cusum algorithm,1.0
cyber-physical system,1.0
cybersecurity,1.0
daily load curves,1.0
damping controllers,1.0
damping interarea oscillations,1.0
damping torque analysis (dta),1.0
damping torque indices (dtis),1.0
das,1.0
data centers,1.0
data driven,1.0
data visualization,1.0
day-ahead and intraday markets,1.0
criticality,1.0
critical slowing down,1.0
distributed energy resource,1.0
critical generators rescheduling,1.0
cooperative game,1.0
cooperative game theory,1.0
coordinated charge and discharge schedules,1.0
coordinated charging,1.0
coordinated design,1.0
coordinated optimization,1.0
coordinated strategy (cs),1.0
coordinated voltage control (cvc),1.0
copula theory,1.0
corrective security constrained optimal power flow (cscopf),1.0
corrective security constrained optimal powerflow (cscopf),1.0
corrective switching algorithm,1.0
correlated reserve prices,1.0
correlated wind,1.0
corresponding loop flows,1.0
cost and benefit study,1.0
cost functions,1.0
costs,1.0
coupon-based demand response (c-dr),1.0
cournot,1.0
cournot game,1.0
covariance,1.0
critical area (ca),1.0
day-ahead and real-time energy markets,1.0
day-ahead prediction,1.0
dc microgrids,1.0
dc traction networks,1.0
dependence on weather conditions,1.0
detailed model,1.0
detection,1.0
device dependent sub-synchronous oscillations (ddso),1.0
dfag wind turbine,1.0
dfig-based wind generator,1.0
dg allocation,1.0
dg power factor,1.0
diagnosis,1.0
different distributions,1.0
differential algebraic equation,1.0
differential equations,1.0
differential mode,1.0
differential-algebraic equations,1.0
digital taylor-fourier transform,1.0
direct energy method,1.0
direct load control (dlc),1.0
direct projection method,1.0
dispatchability,1.0
distance based method,1.0
distant wind farms,1.0
distorted distribution networks,1.0
distributed control,1.0
denoising,1.0
dempster-shafer evidence theory,1.0
demand-based reserve,1.0
delay,1.0
dc voltage control,1.0
decentralized,1.0
decentralized electricity market,1.0
decentralized optimization,1.0
decentralized robust-control,1.0
decentralized under frequency load shedding,1.0
decision-making,1.0
decomposition approach,1.0
decomposition method,1.0
deepening penetration of variable energy resources,1.0
delay differential algebraic equations (ddaes),1.0
demand response control,1.0
delay margin,1.0
delay-dependent stability,1.0
delays,1.0
demand bids,1.0
demand blocks,1.0
demand elasticity,1.0
demand management,1.0
demand reduction,1.0
demand response (dr) programs,1.0
demand response aggregator,1.0
lagrangian dual problem,1.0
zonal partitioning,1.0
large power-systems,1.0
small-signal instability,1.0
single-machine non-infinite bus model,1.0
singular perturbation theory,1.0
sinusoids,1.0
situational awareness,1.0
skin effect,1.0
sliding mode robust control,1.0
small disturbance stability,1.0
small signal stability,1.0
small signal stability.,1.0
small-gain theory,1.0
small-signal analysis,1.0
small-signal scrutiny,1.0
solution infeasibility,1.0
small-signal stability analysis,1.0
small-signal stability problems,1.0
smart,1.0
smart meter,1.0
smart microgrid,1.0
smoothed particle hydrodynamics,1.0
social welfare,1.0
software framework,1.0
solar irradiance forecasting,1.0
solar power,1.0
solar power generation,1.0
simulations,1.0
similar shape algorithms,1.0
signals,1.0
signal stability analysis,1.0
semidefinite relaxations,1.0
sensitive cluster (sc),1.0
sequential analytical approach,1.0
sequential monte carlo,1.0
sequential start-up control,1.0
series capacitor insertion,1.0
series compensation,1.0
service area,1.0
shapelets,1.0
shaping of drd,1.0
shared-memory,1.0
shiftable load,1.0
shipboard power-system,1.0
short circuit ratio,1.0
short-circuit current,1.0
short-term energy,1.0
short-term load forecast,1.0
short-term resilience,1.0
short-term voltage phasor forecasting,1.0
shunt capacitor banks,1.0
sigmoid,1.0
signal decomposition,1.0
signal selection,1.0
solid-state based power converters,1.0
sparse grid interpolation,1.0
stochastic security-constrained unit commitment,1.0
steady-state stability,1.0
static stability,1.0
static synchronous compensator,1.0
static synchronous compensator (statcom),1.0
static var compensator,1.0
static var compensator (svc),1.0
static var compensators,1.0
stations,1.0
statistical analysis,1.0
statistical linearization,1.0
statistics,1.0
steady-state,1.0
stochastic,1.0
sparse matrices,1.0
stochastic and fuzzy uncertainties,1.0
stochastic collocation,1.0
stochastic control,1.0
stochastic decomposition,1.0
stochastic differential equation model,1.0
stochastic dual dynamic programming,1.0
stochastic mixed integer linear programming,1.0
stochastic mixed-integer linear programming,1.0
stochastic process,1.0
stochastic processes,1.0
stochastic response surface method,1.0
state-queuing model,1.0
state,1.0
start-up costs,1.0
standard flow-based model,1.0
sparse optimization,1.0
sparsity-promoting optimal control,1.0
spatial averaging effect,1.0
spatial branch and bound,1.0
spatiotemporal kriging,1.0
spectral clustering,1.0
spectral graph theory,1.0
spectral properties,1.0
spectral-analysis,1.0
spinning reserve requirements,1.0
spinning reserve trading,1.0
splines,1.0
splitting strategies,1.0
spot markets,1.0
spot prices,1.0
sqp,1.0
ssci,1.0
ssti,1.0
stability criteria,1.0
stability improvement,1.0
stability performance,1.0
stability status prediction,1.0
standalone microgrid,1.0
semidefinite program,1.0
semi-supervised learning,1.0
semi-parametric model,1.0
remedial action schemes,1.0
regions,1.0
